,src_drug,tar_drug,label
112774,DB01023,DB09063,72
112775,DB09071,DB01232,72
112776,DB06212,DB01234,72
112777,DB04938,DB01589,72
112778,DB09075,DB00371,72
112779,DB04908,DB01118,72
112780,DB01201,DB00646,72
112781,DB01356,DB01180,72
112782,DB00175,DB00683,72
112783,DB00193,DB01264,72
112784,DB00243,DB00421,72
112785,DB09095,DB01118,72
112786,DB00471,DB09063,72
112787,DB01085,DB00834,72
112788,DB00175,DB01169,72
112789,DB09027,DB12332,72
112790,DB00680,DB01218,72
112791,DB08916,DB05521,72
112792,DB01396,DB01118,72
112793,DB01012,DB09073,72
112794,DB06594,DB00277,72
112795,DB00615,DB00735,72
112796,DB08918,DB00220,72
112797,DB01327,DB01032,72
112798,DB00347,DB08933,72
112799,DB08916,DB00908,72
112800,DB09123,DB00976,72
112801,DB00897,DB01197,72
112802,DB00620,DB04575,72
112803,DB00896,DB09070,72
112804,DB01087,DB02703,72
112805,DB08867,DB01232,72
112806,DB00541,DB01072,72
112807,DB01085,DB00673,72
112808,DB08860,DB04794,72
112809,DB00333,DB00582,72
112810,DB00910,DB08933,72
112811,DB09027,DB08820,72
112812,DB00524,DB01591,72
112813,DB00943,DB09065,72
112814,DB06789,DB02703,72
112815,DB09075,DB13874,72
112816,DB06414,DB01072,72
112817,DB00346,DB01167,72
112818,DB00204,DB00283,72
112819,DB11817,DB08933,72
112820,DB00884,DB00338,72
112821,DB00390,DB00936,72
112822,DB05271,DB01264,72
112823,DB01076,DB00212,72
112824,DB08971,DB00220,72
112825,DB00344,DB01597,72
112826,DB00990,DB09073,72
112827,DB00521,DB01264,72
112828,DB00925,DB08820,72
112829,DB06813,DB01401,72
112830,DB00477,DB09330,72
112831,DB00353,DB01167,72
112832,DB00759,DB08820,72
112833,DB00872,DB00717,72
112834,DB00203,DB01211,72
112835,DB00911,DB09048,72
112836,DB09270,DB00973,72
112837,DB00764,DB00673,72
112838,DB06616,DB00582,72
112839,DB04946,DB09330,72
112840,DB00321,DB00584,72
112841,DB06605,DB09054,72
112842,DB06589,DB01086,72
112843,DB00477,DB00468,72
112844,DB09075,DB01118,72
112845,DB00641,DB05381,72
112846,DB00589,DB09063,72
112847,DB00248,DB01261,72
112848,DB00582,DB08873,72
112849,DB00999,DB01338,72
112850,DB01098,DB00635,72
112851,DB00744,DB06290,72
112852,DB09091,DB00220,72
112853,DB01394,DB00836,72
112854,DB00635,DB02703,72
112855,DB01356,DB01024,72
112856,DB01253,DB00519,72
112857,DB09074,DB00176,72
112858,DB00512,DB00328,72
112859,DB01183,DB09048,72
112860,DB06786,DB00976,72
112861,DB09049,DB00997,72
112862,DB01156,DB06290,72
112863,DB00367,DB01072,72
112864,DB00169,DB01254,72
112865,DB01013,DB09070,72
112866,DB00281,DB01359,72
112867,DB01184,DB12332,72
112868,DB08901,DB01167,72
112869,DB04908,DB01072,72
112870,DB00297,DB00673,72
112871,DB00373,DB09065,72
112872,DB00390,DB01240,72
112873,DB01030,DB05294,72
112874,DB01590,DB08865,72
112875,DB04938,DB09167,72
112876,DB09262,DB01601,72
112877,DB01392,DB08933,72
112878,DB01037,DB00367,72
112879,DB00700,DB01263,72
112880,DB00880,DB00908,72
112881,DB01183,DB09330,72
112882,DB05039,DB00673,72
112883,DB01590,DB00317,72
112884,DB00175,DB09102,72
112885,DB04871,DB08881,72
112886,DB08864,DB01072,72
112887,DB01151,DB01609,72
112888,DB00864,DB00401,72
112889,DB00297,DB08881,72
112890,DB00559,DB00661,72
112891,DB01590,DB00863,72
112892,DB00862,DB00976,72
112893,DB00482,DB06290,72
112894,DB00232,DB00517,72
112895,DB09079,DB01253,72
112896,DB08873,DB09118,72
112897,DB00741,DB00655,72
112898,DB00850,DB00440,72
112899,DB09167,DB01264,72
112900,DB01114,DB09065,72
112901,DB00613,DB00814,72
112902,DB01047,DB01167,72
112903,DB00604,DB01149,72
112904,DB06216,DB09073,72
112905,DB00679,DB06287,72
112906,DB06237,DB08820,72
112907,DB01006,DB02703,72
112908,DB04938,DB01601,72
112909,DB01200,DB00778,72
112910,DB00628,DB06717,72
112911,DB05521,DB09330,72
112912,DB06207,DB08820,72
112913,DB01045,DB00793,72
112914,DB06480,DB01340,72
112915,DB01105,DB09118,72
112916,DB00924,DB09048,72
112917,DB08815,DB00188,72
112918,DB09270,DB00313,72
112919,DB00317,DB06290,72
112920,DB06813,DB09218,72
112921,DB01220,DB01141,72
112922,DB00184,DB08820,72
112923,DB05239,DB00246,72
112924,DB01253,DB00582,72
112925,DB00924,DB01012,72
112926,DB01028,DB06290,72
112927,DB01367,DB08881,72
112928,DB00445,DB00300,72
112929,DB00477,DB00440,72
112930,DB01234,DB09330,72
112931,DB01037,DB08933,72
112932,DB09049,DB00401,72
112933,DB00238,DB00834,72
112934,DB00512,DB08984,72
112935,DB00193,DB01211,72
112936,DB00946,DB00736,72
112937,DB00918,DB01118,72
112938,DB09039,DB00482,72
112939,DB00455,DB08820,72
112940,DB06786,DB01264,72
112941,DB09079,DB00701,72
112942,DB00603,DB01263,72
112943,DB01220,DB01138,72
112944,DB01218,DB00582,72
112945,DB01253,DB01197,72
112946,DB00862,DB01263,72
112947,DB08971,DB09070,72
112948,DB01608,DB09274,72
112949,DB00912,DB01263,72
112950,DB06786,DB09054,72
112951,DB00877,DB08873,72
112952,DB00264,DB04855,72
112953,DB06237,DB01026,72
112954,DB00679,DB01193,72
112955,DB01224,DB05812,72
112956,DB06292,DB09065,72
112957,DB09053,DB00381,72
112958,DB06207,DB00027,72
112959,DB01095,DB01587,72
112960,DB09053,DB00246,72
112961,DB04868,DB01072,72
112962,DB00641,DB00599,72
112963,DB09570,DB08933,72
112964,DB01394,DB00283,72
112965,DB05239,DB00705,72
112966,DB06712,DB09063,72
112967,DB09039,DB04868,72
112968,DB11828,DB00834,72
112969,DB00812,DB09063,72
112970,DB01054,DB08820,72
112971,DB01036,DB00582,72
112972,DB00897,DB04898,72
112973,DB00529,DB00887,72
112974,DB01602,DB01032,72
112975,DB00401,DB01118,72
112976,DB04938,DB01072,72
112977,DB00563,DB00608,72
112978,DB01253,DB01348,72
112979,DB01260,DB00890,72
112980,DB06616,DB09396,72
112981,DB00559,DB09065,72
112982,DB00774,DB00496,72
112983,DB09128,DB00254,72
112984,DB06292,DB09048,72
112985,DB11737,DB02703,72
112986,DB00980,DB08820,72
112987,DB00615,DB09040,72
112988,DB00559,DB00343,72
112989,DB00393,DB09330,72
112990,DB04572,DB00673,72
112991,DB01058,DB00673,72
112992,DB08816,DB06717,72
112993,DB00661,DB00501,72
112994,DB00315,DB08881,72
112995,DB00458,DB06603,72
112996,DB00938,DB00270,72
112997,DB00546,DB09063,72
112998,DB01220,DB04868,72
112999,DB00680,DB00664,72
113000,DB00227,DB00932,72
113001,DB00252,DB08943,72
113002,DB00679,DB01129,72
113003,DB00541,DB00967,72
113004,DB06207,DB01026,72
113005,DB00175,DB13179,72
113006,DB00959,DB08820,72
113007,DB09227,DB01118,72
113008,DB08820,DB00208,72
113009,DB06589,DB00864,72
113010,DB00425,DB01026,72
113011,DB01418,DB01321,72
113012,DB01201,DB01099,72
113013,DB00864,DB01211,72
113014,DB08864,DB00773,72
113015,DB01062,DB09054,72
113016,DB01394,DB01234,72
113017,DB01429,DB05812,72
113018,DB01021,DB00809,72
113019,DB00872,DB13179,72
113020,DB01179,DB00834,72
113021,DB09075,DB00175,72
113022,DB06589,DB00694,72
113023,DB00976,DB02703,72
113024,DB00204,DB00834,72
113025,DB01587,DB09073,72
113026,DB00970,DB08880,72
113027,DB06212,DB09074,72
113028,DB00683,DB12598,72
113029,DB00808,DB00782,72
113030,DB01393,DB09063,72
113031,DB00243,DB09280,72
113032,DB09289,DB11586,72
113033,DB00997,DB08873,72
113034,DB06813,DB08991,72
113035,DB01008,DB03793,72
113036,DB01075,DB08881,72
113037,DB08860,DB06290,72
113038,DB08864,DB00175,72
113039,DB11828,DB09073,72
113040,DB01466,DB01254,72
113041,DB01024,DB00577,72
113042,DB09053,DB00435,72
113043,DB01216,DB01254,72
113044,DB00243,DB00643,72
113045,DB06145,DB08933,72
113046,DB00346,DB06335,72
113047,DB08815,DB00203,72
113048,DB00524,DB00462,72
113049,DB01166,DB00458,72
113050,DB08864,DB00907,72
113051,DB00563,DB00607,72
113052,DB00762,DB08880,72
113053,DB01215,DB05521,72
113054,DB02187,DB00977,72
113055,DB00860,DB01149,72
113056,DB01100,DB09063,72
113057,DB06212,DB00641,72
113058,DB01198,DB01211,72
113059,DB01065,DB08933,72
113060,DB00768,DB00834,72
113061,DB00914,DB01264,72
113062,DB00250,DB09063,72
113063,DB06155,DB09063,72
113064,DB00883,DB00673,72
113065,DB00619,DB01072,72
113066,DB09143,DB00176,72
113067,DB01238,DB00908,72
113068,DB00924,DB04876,72
113069,DB06594,DB00300,72
113070,DB00845,DB01254,72
113071,DB08875,DB00976,72
113072,DB00435,DB01609,72
113073,DB00541,DB00371,72
113074,DB00608,DB09073,72
113075,DB00541,DB06145,72
113076,DB08907,DB09330,72
113077,DB00176,DB05812,72
113078,DB08910,DB09167,72
113079,DB09343,DB00368,72
113080,DB06712,DB08933,72
113081,DB06616,DB01162,72
113082,DB08881,DB00976,72
113083,DB00512,DB00605,72
113084,DB00216,DB00285,72
113085,DB00297,DB08808,72
113086,DB00224,DB06717,72
113087,DB01559,DB01254,72
113088,DB00997,DB01115,72
113089,DB09570,DB09073,72
113090,DB01098,DB00921,72
113091,DB01466,DB02703,72
113092,DB00575,DB06717,72
113093,DB06738,DB09048,72
113094,DB06216,DB06717,72
113095,DB00613,DB00446,72
113096,DB06207,DB00295,72
113097,DB09270,DB00353,72
113098,DB00436,DB00340,72
113099,DB06813,DB05676,72
113100,DB00541,DB11613,72
113101,DB00324,DB01357,72
113102,DB01159,DB02703,72
113103,DB01008,DB09118,72
113104,DB00252,DB00690,72
113105,DB01047,DB00220,72
113106,DB08439,DB00224,72
113107,DB06414,DB06290,72
113108,DB00543,DB00178,72
113109,DB01356,DB01283,72
113110,DB01256,DB01263,72
113111,DB00264,DB00281,72
113112,DB00280,DB01254,72
113113,DB00559,DB00320,72
113114,DB01030,DB00207,72
113115,DB00960,DB06603,72
113116,DB00193,DB08820,72
113117,DB00381,DB08820,72
113118,DB00697,DB00321,72
113119,DB01427,DB00196,72
113120,DB08864,DB00678,72
113121,DB00687,DB08873,72
113122,DB04861,DB00283,72
113123,DB01050,DB09063,72
113124,DB00706,DB01232,72
113125,DB00619,DB06717,72
113126,DB09075,DB00321,72
113127,DB00872,DB01131,72
113128,DB06739,DB09048,72
113129,DB06282,DB01254,72
113130,DB00204,DB00976,72
113131,DB00872,DB00296,72
113132,DB00564,DB09073,72
113133,DB00908,DB01141,72
113134,DB08916,DB01103,72
113135,DB08931,DB00834,72
113136,DB06589,DB09063,72
113137,DB00629,DB05812,72
113138,DB05271,DB08933,72
113139,DB00896,DB00783,72
113140,DB00153,DB00834,72
113141,DB01149,DB00691,72
113142,DB00997,DB00752,72
113143,DB01203,DB00472,72
113144,DB01218,DB01264,72
113145,DB01095,DB01384,72
113146,DB00309,DB00227,72
113147,DB09027,DB00619,72
113148,DB01030,DB00257,72
113149,DB08896,DB09073,72
113150,DB00240,DB02703,72
113151,DB00808,DB00424,72
113152,DB00390,DB00461,72
113153,DB01182,DB08865,72
113154,DB01589,DB09118,72
113155,DB06626,DB01254,72
113156,DB00285,DB00834,72
113157,DB01608,DB01131,72
113158,DB01355,DB08820,72
113159,DB06212,DB01369,72
113160,DB06589,DB00619,72
113161,DB01103,DB06717,72
113162,DB09030,DB00224,72
113163,DB00897,DB01601,72
113164,DB01218,DB06717,72
113165,DB00243,DB00619,72
113166,DB01098,DB01204,72
113167,DB01104,DB00673,72
113168,DB00641,DB00759,72
113169,DB00512,DB09215,72
113170,DB08903,DB01211,72
113171,DB00960,DB06700,72
113172,DB06813,DB01050,72
113173,DB08931,DB00224,72
113174,DB00268,DB08933,72
113175,DB00541,DB00975,72
113176,DB00864,DB08820,72
113177,DB00203,DB01597,72
113178,DB00997,DB00810,72
113179,DB01030,DB01254,72
113180,DB01045,DB00362,72
113181,DB00872,DB00762,72
113182,DB00404,DB09075,72
113183,DB00267,DB01032,72
113184,DB01418,DB01127,72
113185,DB01098,DB00820,72
113186,DB00643,DB08820,72
113187,DB01384,DB06290,72
113188,DB09027,DB08865,72
113189,DB01224,DB06290,72
113190,DB01095,DB01559,72
113191,DB01238,DB00705,72
113192,DB00656,DB00224,72
113193,DB00850,DB01254,72
113194,DB01238,DB04871,72
113195,DB09027,DB08816,72
113196,DB08875,DB01026,72
113197,DB08864,DB08896,72
113198,DB00425,DB06603,72
113199,DB00635,DB00255,72
113200,DB01218,DB00343,72
113201,DB00619,DB12332,72
113202,DB01588,DB08820,72
113203,DB09071,DB08873,72
113204,DB00851,DB01609,72
113205,DB00865,DB09330,72
113206,DB06616,DB00305,72
113207,DB00363,DB09065,72
113208,DB01130,DB00220,72
113209,DB01587,DB06290,72
113210,DB06616,DB06636,72
113211,DB00604,DB00936,72
113212,DB00332,DB09118,72
113213,DB01259,DB05521,72
113214,DB00591,DB01211,72
113215,DB00553,DB00673,72
113216,DB00394,DB09054,72
113217,DB00425,DB01099,72
113218,DB00470,DB09048,72
113219,DB11613,DB06210,72
113220,DB00472,DB02703,72
113221,DB00641,DB00570,72
113222,DB01175,DB09048,72
113223,DB08970,DB04575,72
113224,DB00541,DB00514,72
113225,DB01076,DB00196,72
113226,DB09049,DB01136,72
113227,DB00705,DB00834,72
113228,DB09079,DB04868,72
113229,DB00588,DB01211,72
113230,DB00584,DB00796,72
113231,DB00959,DB09054,72
113232,DB06145,DB06717,72
113233,DB01392,DB09048,72
113234,DB00248,DB01254,72
113235,DB04861,DB00503,72
113236,DB00916,DB01254,72
113237,DB00999,DB00387,72
113238,DB01624,DB09118,72
113239,DB00215,DB00208,72
113240,DB01136,DB09330,72
113241,DB01098,DB05521,72
113242,DB09075,DB00637,72
113243,DB09049,DB00305,72
113244,DB08864,DB00864,72
113245,DB00470,DB01263,72
113246,DB06698,DB09244,72
113247,DB06605,DB06210,72
113248,DB06148,DB08881,72
113249,DB00481,DB09330,72
113250,DB00637,DB00834,72
113251,DB00390,DB00179,72
113252,DB01394,DB00802,72
113253,DB06589,DB01685,72
113254,DB09091,DB00783,72
113255,DB00346,DB08873,72
113256,DB00619,DB00289,72
113257,DB12001,DB00834,72
113258,DB09128,DB00582,72
113259,DB00932,DB00673,72
113260,DB01200,DB01321,72
113261,DB08864,DB00877,72
113262,DB00499,DB06290,72
113263,DB06212,DB09054,72
113264,DB00843,DB09063,72
113265,DB00253,DB00783,72
113266,DB01590,DB09048,72
113267,DB00370,DB06203,72
113268,DB00470,DB00238,72
113269,DB09079,DB00675,72
113270,DB06589,DB00328,72
113271,DB13158,DB00673,72
113272,DB08865,DB01263,72
113273,DB06742,DB09118,72
113274,DB01320,DB00322,72
113275,DB00872,DB00773,72
113276,DB00656,DB01264,72
113277,DB01215,DB09054,72
113278,DB08860,DB00972,72
113279,DB01182,DB00834,72
113280,DB01220,DB01196,72
113281,DB01192,DB09330,72
113282,DB01021,DB00986,72
113283,DB09095,DB01601,72
113284,DB00623,DB01131,72
113285,DB00641,DB00624,72
113286,DB00207,DB08820,72
113287,DB08827,DB00091,72
113288,DB01589,DB06290,72
113289,DB01132,DB06290,72
113290,DB04841,DB06603,72
113291,DB00850,DB06697,72
113292,DB09053,DB01321,72
113293,DB08877,DB08933,72
113294,DB00204,DB00681,72
113295,DB00706,DB01601,72
113296,DB09102,DB09063,72
113297,DB01380,DB08820,72
113298,DB08864,DB00622,72
113299,DB08906,DB00834,72
113300,DB09030,DB01167,72
113301,DB00835,DB02703,72
113302,DB00637,DB00673,72
113303,DB00970,DB06210,72
113304,DB09101,DB01264,72
113305,DB06210,DB00834,72
113306,DB00559,DB01124,72
113307,DB01424,DB02703,72
113308,DB06626,DB01601,72
113309,DB06212,DB00734,72
113310,DB00977,DB01254,72
113311,DB09128,DB00320,72
113312,DB01028,DB09065,72
113313,DB01062,DB08933,72
113314,DB00615,DB09041,72
113315,DB08815,DB06717,72
113316,DB00243,DB00381,72
113317,DB00524,DB00747,72
113318,DB00248,DB08882,72
113319,DB00252,DB00362,72
113320,DB00679,DB00960,72
113321,DB06144,DB06603,72
113322,DB01098,DB00845,72
113323,DB00896,DB04573,72
113324,DB08820,DB09065,72
113325,DB08881,DB09118,72
113326,DB00764,DB01118,72
113327,DB01023,DB01167,72
113328,DB01173,DB08933,72
113329,DB01624,DB00285,72
113330,DB00997,DB01142,72
113331,DB00266,DB00916,72
113332,DB01259,DB01232,72
113333,DB01136,DB09238,72
113334,DB06480,DB01037,72
113335,DB01551,DB09330,72
113336,DB00310,DB01199,72
113337,DB00908,DB01264,72
113338,DB00540,DB00881,72
113339,DB00541,DB08881,72
113340,DB06212,DB00207,72
113341,DB00511,DB00608,72
113342,DB01166,DB06739,72
113343,DB01356,DB00691,72
113344,DB09079,DB08873,72
113345,DB09102,DB09073,72
113346,DB01356,DB00972,72
113347,DB01030,DB00335,72
113348,DB01356,DB00678,72
113349,DB00328,DB01032,72
113350,DB00872,DB00339,72
113351,DB06212,DB00622,72
113352,DB01182,DB09073,72
113353,DB08860,DB05521,72
113354,DB08901,DB01232,72
113355,DB13146,DB00243,72
113356,DB08864,DB00257,72
113357,DB06589,DB09291,72
113358,DB01036,DB09048,72
113359,DB04861,DB09039,72
113360,DB01394,DB01221,72
113361,DB00813,DB05521,72
113362,DB00613,DB13179,72
113363,DB01394,DB00875,72
113364,DB09095,DB00976,72
113365,DB00990,DB08933,72
113366,DB00563,DB00939,72
113367,DB00441,DB08881,72
113368,DB00332,DB06603,72
113369,DB01095,DB09330,72
113370,DB09143,DB00238,72
113371,DB00443,DB00783,72
113372,DB00679,DB00810,72
113373,DB00216,DB00263,72
113374,DB00980,DB00705,72
113375,DB06212,DB04946,72
113376,DB01085,DB09073,72
113377,DB09091,DB01072,72
113378,DB00701,DB09118,72
113379,DB00315,DB00182,72
113380,DB09049,DB00502,72
113381,DB06684,DB09074,72
113382,DB06335,DB09073,72
113383,DB00860,DB01118,72
113384,DB01624,DB00263,72
113385,DB00563,DB08981,72
113386,DB01622,DB00608,72
113387,DB01184,DB00257,72
113388,DB09241,DB01131,72
113389,DB00641,DB00091,72
113390,DB04844,DB00715,72
113391,DB11641,DB00976,72
113392,DB00541,DB00448,72
113393,DB00829,DB05812,72
113394,DB06589,DB01400,72
113395,DB09270,DB00227,72
113396,DB04908,DB00294,72
113397,DB00755,DB08933,72
113398,DB00924,DB08881,72
113399,DB09270,DB09048,72
113400,DB00227,DB00446,72
113401,DB00497,DB06717,72
113402,DB00688,DB00834,72
113403,DB00960,DB09065,72
113404,DB12161,DB01254,72
113405,DB11817,DB06717,72
113406,DB00356,DB05812,72
113407,DB00877,DB08820,72
113408,DB08867,DB00224,72
113409,DB09027,DB00224,72
113410,DB00872,DB00916,72
113411,DB00708,DB06290,72
113412,DB09128,DB01118,72
113413,DB00472,DB09065,72
113414,DB00224,DB09073,72
113415,DB08893,DB00243,72
113416,DB08899,DB09118,72
113417,DB00334,DB01264,72
113418,DB01590,DB00234,72
113419,DB09227,DB01601,72
113420,DB00227,DB01127,72
113421,DB00872,DB00808,72
113422,DB00277,DB00255,72
113423,DB00956,DB09048,72
113424,DB08820,DB01149,72
113425,DB00390,DB08797,72
113426,DB00285,DB09048,72
113427,DB00764,DB04573,72
113428,DB01238,DB06603,72
113429,DB00296,DB00537,72
113430,DB06712,DB00501,72
113431,DB01259,DB02703,72
113432,DB00470,DB00834,72
113433,DB01095,DB00912,72
113434,DB00252,DB00404,72
113435,DB00361,DB09330,72
113436,DB01260,DB00582,72
113437,DB06708,DB01026,72
113438,DB04908,DB09389,72
113439,DB01039,DB06717,72
113440,DB09128,DB02703,72
113441,DB00216,DB00176,72
113442,DB01087,DB09048,72
113443,DB00872,DB00635,72
113444,DB00202,DB00483,72
113445,DB01580,DB04896,72
113446,DB00318,DB01264,72
113447,DB08860,DB00541,72
113448,DB01142,DB00673,72
113449,DB00588,DB01263,72
113450,DB08820,DB00196,72
113451,DB00999,DB00967,72
113452,DB09049,DB00196,72
113453,DB00232,DB01116,72
113454,DB00608,DB09280,72
113455,DB01608,DB01218,72
113456,DB06781,DB04575,72
113457,DB01126,DB06717,72
113458,DB00227,DB09330,72
113459,DB06769,DB00176,72
113460,DB00530,DB08881,72
113461,DB00541,DB00915,72
113462,DB00683,DB01211,72
113463,DB00697,DB09198,72
113464,DB09270,DB00455,72
113465,DB00910,DB09118,72
113466,DB01045,DB00257,72
113467,DB06684,DB01264,72
113468,DB08867,DB00203,72
113469,DB01216,DB06290,72
113470,DB00543,DB12598,72
113471,DB04574,DB00255,72
113472,DB01356,DB09288,72
113473,DB06287,DB09118,72
113474,DB00679,DB01128,72
113475,DB09053,DB06717,72
113476,DB06292,DB08881,72
113477,DB08931,DB09048,72
113478,DB04855,DB01601,72
113479,DB00268,DB04575,72
113480,DB00907,DB09073,72
113481,DB00436,DB00517,72
113482,DB01030,DB00672,72
113483,DB00310,DB00670,72
113484,DB01232,DB05812,72
113485,DB01424,DB09280,72
113486,DB09270,DB13874,72
113487,DB00700,DB09048,72
113488,DB00390,DB00469,72
113489,DB01062,DB06290,72
113490,DB00674,DB09073,72
113491,DB00596,DB01072,72
113492,DB01015,DB01254,72
113493,DB00288,DB08873,72
113494,DB06212,DB00176,72
113495,DB09270,DB00528,72
113496,DB09027,DB01229,72
113497,DB08877,DB01072,72
113498,DB04835,DB01211,72
113499,DB00541,DB01032,72
113500,DB01394,DB00622,72
113501,DB00338,DB00196,72
113502,DB01095,DB01011,72
113503,DB00938,DB00343,72
113504,DB09053,DB00668,72
113505,DB01221,DB08933,72
113506,DB01151,DB00790,72
113507,DB00813,DB00220,72
113508,DB08860,DB00448,72
113509,DB06282,DB08933,72
113510,DB00860,DB09330,72
113511,DB06626,DB09065,72
113512,DB00433,DB01087,72
113513,DB00641,DB00358,72
113514,DB06335,DB00834,72
113515,DB00175,DB01559,72
113516,DB01409,DB09118,72
113517,DB01006,DB01254,72
113518,DB09137,DB06210,72
113519,DB01273,DB00467,72
113520,DB09027,DB00531,72
113521,DB06589,DB00321,72
113522,DB00277,DB09070,72
113523,DB01030,DB00264,72
113524,DB01006,DB00673,72
113525,DB08827,DB00283,72
113526,DB08815,DB09118,72
113527,DB01062,DB05521,72
113528,DB01295,DB08918,72
113529,DB01184,DB09330,72
113530,DB00655,DB04573,72
113531,DB00997,DB00490,72
113532,DB09049,DB00966,72
113533,DB08864,DB01241,72
113534,DB01559,DB06717,72
113535,DB00468,DB09280,72
113536,DB06605,DB00872,72
113537,DB00918,DB09048,72
113538,DB00836,DB09063,72
113539,DB01220,DB01253,72
113540,DB09143,DB00224,72
113541,DB09079,DB01601,72
113542,DB09083,DB01167,72
113543,DB01268,DB08933,72
113544,DB00184,DB09073,72
113545,DB09073,DB09063,72
113546,DB01021,DB01337,72
113547,DB00454,DB05812,72
113548,DB06148,DB06603,72
113549,DB00440,DB08820,72
113550,DB00294,DB09065,72
113551,DB00511,DB06715,72
113552,DB00232,DB00810,72
113553,DB00335,DB01182,72
113554,DB01201,DB01188,72
113555,DB00896,DB06717,72
113556,DB00240,DB09063,72
113557,DB00969,DB00582,72
113558,DB00091,DB04876,72
113559,DB01078,DB00550,72
113560,DB09027,DB06287,72
113561,DB06616,DB08882,72
113562,DB00808,DB09330,72
113563,DB00248,DB06203,72
113564,DB00669,DB08880,72
113565,DB06616,DB00196,72
113566,DB00738,DB09330,72
113567,DB08864,DB04794,72
113568,DB08970,DB01149,72
113569,DB00745,DB09073,72
113570,DB08864,DB09238,72
113571,DB06207,DB01234,72
113572,DB00309,DB01321,72
113573,DB00696,DB01261,72
113574,DB06480,DB00027,72
113575,DB01074,DB00501,72
113576,DB01023,DB01026,72
113577,DB01424,DB09065,72
113578,DB06616,DB00490,72
113579,DB09049,DB00690,72
113580,DB00240,DB08933,72
113581,DB00289,DB01012,72
113582,DB00420,DB05812,72
113583,DB00390,DB06414,72
113584,DB00603,DB08820,72
113585,DB01100,DB09074,72
113586,DB09049,DB09054,72
113587,DB09128,DB06717,72
113588,DB00390,DB00744,72
113589,DB00270,DB00196,72
113590,DB00390,DB06684,72
113591,DB08903,DB08820,72
113592,DB00924,DB00677,72
113593,DB00231,DB09063,72
113594,DB08918,DB09063,72
113595,DB00872,DB00906,72
113596,DB01319,DB00834,72
113597,DB01590,DB00675,72
113598,DB01092,DB01087,72
113599,DB00958,DB06210,72
113600,DB01220,DB06697,72
113601,DB09027,DB01340,72
113602,DB01595,DB09063,72
113603,DB00820,DB01601,72
113604,DB00641,DB01628,72
113605,DB09091,DB06717,72
113606,DB01273,DB01069,72
113607,DB08798,DB09063,72
113608,DB00918,DB01026,72
113609,DB09123,DB01254,72
113610,DB09289,DB01197,72
113611,DB00327,DB06717,72
113612,DB06777,DB06290,72
113613,DB00762,DB02703,72
113614,DB00872,DB00857,72
113615,DB00243,DB00501,72
113616,DB00227,DB00212,72
113617,DB00688,DB00243,72
113618,DB00223,DB08873,72
113619,DB01198,DB06636,72
113620,DB00294,DB01072,72
113621,DB09083,DB00673,72
113622,DB00932,DB09063,72
113623,DB00870,DB09063,72
113624,DB01030,DB00508,72
113625,DB00906,DB01254,72
113626,DB08906,DB09073,72
113627,DB00997,DB00747,72
113628,DB00862,DB01264,72
113629,DB06212,DB01254,72
113630,DB00637,DB01601,72
113631,DB01193,DB06700,72
113632,DB00264,DB04871,72
113633,DB08860,DB00243,72
113634,DB00682,DB09256,72
113635,DB09270,DB00588,72
113636,DB06589,DB00564,72
113637,DB13874,DB01264,72
113638,DB01018,DB01072,72
113639,DB09049,DB12070,72
113640,DB00541,DB00590,72
113641,DB00252,DB01023,72
113642,DB01392,DB09063,72
113643,DB09166,DB06717,72
113644,DB00390,DB00468,72
113645,DB00472,DB09118,72
113646,DB00390,DB00480,72
113647,DB01621,DB06717,72
113648,DB00822,DB09063,72
113649,DB00318,DB09063,72
113650,DB06207,DB01232,72
113651,DB01078,DB06145,72
113652,DB08860,DB00246,72
113653,DB01590,DB00934,72
113654,DB00862,DB08820,72
113655,DB06212,DB05521,72
113656,DB08910,DB06595,72
113657,DB01320,DB01595,72
113658,DB13874,DB09291,72
113659,DB01166,DB00203,72
113660,DB00356,DB09330,72
113661,DB01166,DB01095,72
113662,DB08816,DB08933,72
113663,DB00470,DB01118,72
113664,DB01068,DB08820,72
113665,DB01324,DB01116,72
113666,DB06237,DB00203,72
113667,DB00843,DB01254,72
113668,DB08896,DB06290,72
113669,DB09166,DB00976,72
113670,DB06212,DB09396,72
113671,DB06207,DB00584,72
113672,DB08970,DB01118,72
113673,DB00564,DB00196,72
113674,DB00588,DB09118,72
113675,DB09270,DB00401,72
113676,DB00741,DB00255,72
113677,DB00696,DB04876,72
113678,DB09053,DB09120,72
113679,DB08867,DB01118,72
113680,DB06176,DB09063,72
113681,DB00596,DB01026,72
113682,DB00567,DB01032,72
113683,DB00976,DB01167,72
113684,DB09082,DB08933,72
113685,DB09034,DB00199,72
113686,DB01103,DB02703,72
113687,DB01015,DB09048,72
113688,DB00227,DB08909,72
113689,DB00227,DB01011,72
113690,DB00997,DB00694,72
113691,DB08901,DB01211,72
113692,DB00541,DB09073,72
113693,DB09289,DB01340,72
113694,DB00420,DB01254,72
113695,DB00679,DB00334,72
113696,DB00921,DB05812,72
113697,DB00227,DB09102,72
113698,DB01590,DB00344,72
113699,DB00997,DB00715,72
113700,DB00564,DB05521,72
113701,DB00872,DB00203,72
113702,DB00300,DB05521,72
113703,DB01356,DB00177,72
113704,DB01142,DB12598,72
113705,DB06603,DB08933,72
